,thuong_hieu,dong_xe,nam_dang_ky,so_km_da_di,tinh_trang,loai_xe,dung_tich_xe,xuat_xu,gia_actual,gia_pred,residual,residual_z,outside_p10p90,p10,p90,iso_score_raw,iso_flag,lof_flag,lof_score_raw,dbscan_flag,resid_flag_cheap,resid_flag_expensive,resid_score_raw,resid_score,iso_score,lof_score,p10p90_score,anomaly_score,anomaly_flag
5867,Yamaha,YAZ,2019.0,21000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,33.00000000000001,32.86042,0.13957977294922586,-0.10240852652528934,0,4.700000000000001,65.99999999999997,-0.038580766387839194,0,0,1.2386973978835811,1,0,0,0.10240852652528934,0.43327318248963936,28.90491398461741,14.183448599493458,0,13.928751314765092,0
4898,Honda,Future,2024.0,3000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,35.50000000000001,32.252087,3.2479133605957102,-0.013485545622578818,0,4.700000000000001,65.99999999999997,-0.03176602490240865,0,0,1.1056088459755316,0,0,0,0.013485545622578818,0.05701775258534218,35.42550694177466,8.170017843322332,0,14.945334878701201,0
3940,Honda,Winner X,2020.0,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,14.499999999999998,18.231052,-3.7310523986816424,-0.2131392898021985,0,4.700000000000001,65.99999999999997,-0.0208995462774223,0,1,2.179362378430178,0,0,0,0.2131392898021985,0.901802807986196,45.82294962432849,56.6861555879966,0,32.28333772547966,0
3677,Honda,SH,2013.0,450000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,40.00000000000001,51.36497,-11.364971160888665,-0.4315298817909317,0,4.700000000000001,65.99999999999997,-0.05104553398082373,0,0,1.1964819413685022,0,0,0,0.4315298817909317,1.8258681647883552,16.978170181762504,12.27599885303464,0,9.189827020466304,0
1544,Yamaha,Luvias,2013.0,200000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,7.5,7.7115088,-0.21150875091552734,-0.11245244144705448,0,4.700000000000001,65.99999999999997,-0.034928919769935673,0,0,1.1598920098022365,1,0,0,0.11245244144705448,0.4757715050655049,32.39913388837004,10.62273103478685,0,14.532659704283851,0
6393,Yamaha,Exciter,2014.0,99999.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,11.0,14.021699,-3.0216989517211914,-0.19284615805210978,0,4.700000000000001,65.99999999999997,-0.035641993939920236,0,0,1.2500336098404392,0,0,0,0.19284615805210978,0.8159374789877455,31.716838540751535,14.695660391285616,0,15.486145162299447,0
2326,Honda,Air Blade,2016.0,55000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,25.000000000000004,18.168715,6.831285476684574,0.08902730290586404,0,4.700000000000001,65.99999999999997,-0.051740091598761084,0,0,0.998182638294554,0,0,0,0.08902730290586404,0.37665386997377953,16.31359214581723,3.3161062782319193,0,5.751436270534467,0
6536,Yamaha,Nouvo,2010.0,1234.0,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,3.5,6.082131,-2.5821309089660645,-0.18027102749768567,1,4.700000000000001,65.99999999999997,-0.02363158862323128,0,0,0.9922206938801189,1,0,0,0.18027102749768567,0.7627289483601662,43.208831962371136,3.0467236799967496,100,42.939084109878,0
4672,Honda,Vision,2012.0,57.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,12.5,10.67314,1.8268604278564453,-0.054138924430415465,0,4.700000000000001,65.99999999999997,-0.05202277907132874,0,0,1.005524339734275,0,0,0,0.054138924430415465,0.22903239227831465,16.043106471981755,3.6478313786052894,0,5.632928578421623,0
4146,SYM,Angela,2003.0,80000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,3.2,4.775565,-1.5755651473999022,-0.15147526749663592,1,4.700000000000001,65.99999999999997,-0.028735051233710895,0,0,1.2484760028407278,1,0,0,0.15147526749663592,0.640886867172291,38.32565298542036,14.625281972527526,100,43.74585528096518,0
5096,Honda,Win,2010.0,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Hàn Quốc,4.5,3.1500664,1.3499336242675781,-0.06778281169401985,1,4.700000000000001,65.99999999999997,-0.04356346762826263,0,0,1.5510480144468837,1,0,0,0.06778281169401985,0.28676310053639503,24.13728388663268,28.296599410905767,100,40.98414029477347,0
6044,Honda,Dream,2015.0,40000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,12.9,10.551254,2.348745727539063,-0.0392088677847834,0,4.700000000000001,65.99999999999997,-0.03610012224458348,0,0,1.1165113168815322,0,0,0,0.0392088677847834,0.16585957885403402,31.278484686353963,8.662631617568676,0,13.369152593778129,0
3225,Honda,Vision,2021.0,9000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,29.5,30.827318,-1.3273181915283203,-0.1443734366623081,0,4.700000000000001,65.99999999999997,-0.05191251868303459,0,0,1.0437799929061795,0,0,0,0.1443734366623081,0.610837240106807,16.148607628981082,5.376362631543447,0,6.347563615773865,0
847,Suzuki,Dòng khác,2023.0,15500.0,Đã sử dụng,Tay ga,50 - 100 cc,Ấn Độ,29.89999999999999,17.095102,12.804897689819327,0.2599199660549884,0,4.700000000000001,65.99999999999997,-0.007479398552143968,0,0,1.2205002182524993,1,0,0,0.2599199660549884,1.09974357960703,58.663835948269686,13.36123302873031,0,26.79644754373699,0
6789,Honda,67,1980.0,50000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,20.0,11.345029,8.6549711227417,0.1411991690534973,0,4.700000000000001,65.99999999999997,0.002932802708941473,1,0,1.0526425790710205,1,0,0,0.1411991690534973,0.5974061178967779,68.62660949686135,5.776806903111544,0,28.802894526621152,0
6599,Hãng khác,Dòng khác,2020.0,888888.0,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Trung Quốc,5.4,10.157124,-4.757123565673828,-0.24249305902114277,0,4.700000000000001,65.99999999999997,0.03572146889392008,1,0,1.0455467748604341,1,0,0,0.24249305902114277,1.0260059660974727,100.0,5.456192344849692,0,42.34485848830423,0
4478,Honda,Dylan,2015.0,61000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,25.000000000000004,17.23545,7.764549255371097,0.1157260451191054,0,4.700000000000001,65.99999999999997,-0.05408184427940649,0,0,1.010431688579012,1,0,0,0.1157260451191054,0.48962294306791976,14.072917856195835,3.869563466385396,0,5.005569437315419,0
1509,Piaggio,Medley,2016.0,29000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,21.000000000000004,26.323214,-5.323213577270504,-0.25868772084588626,0,4.700000000000001,65.99999999999997,-0.0405259576615965,0,0,1.0344893379384783,1,0,0,0.25868772084588626,1.0945296411381262,27.04368409833298,4.956576635477099,0,11.171194180463095,0
6335,Yamaha,Exciter,2020.0,35000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,23.000000000000004,22.301136,0.6988639831543004,-0.08640856457110618,0,4.700000000000001,65.99999999999997,-0.0394885458936024,0,0,1.1662541912066489,0,0,0,0.08640856457110618,0.3655733314229049,28.036317477385804,10.91019781374817,0,12.681412437921345,0
2311,Honda,Winner X,2021.0,20000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,17.800000000000004,21.51492,-3.714919281005855,-0.2126777547466669,0,4.700000000000001,65.99999999999997,-0.027284952242864424,0,0,0.9857878307240588,0,0,0,0.2126777547466669,0.8998499374349382,39.71316053608969,2.756063239272907,0,15.890959297853964,0
3645,Yamaha,Exciter,2017.0,45.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.799999999999997,18.93961,-4.1396095275878935,-0.22482726239168643,0,4.700000000000001,65.99999999999997,-0.04419275480425211,0,0,0.9534497198202546,0,0,0,0.22482726239168643,0.951257550806602,23.53515898775589,1.2949083321268509,0,8.65459201266713,0
4998,Honda,Dòng khác,1995.0,250000.0,Đã sử dụng,Tay ga,Trên 175 cc,Nhật Bản,35.0,23.67577,11.324230194091797,0.217561138170773,0,4.700000000000001,65.99999999999997,-0.00901111595583226,0,0,1.2575723179057963,1,0,0,0.217561138170773,0.9205127572254134,57.19823292632115,15.036286976307998,0,26.493278832842197,0
1475,Yamaha,Jupiter,2011.0,10000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,6.999999999999998,6.4052725,0.5947275161743146,-0.08938769303445379,0,4.700000000000001,65.99999999999997,-0.02863354798313439,0,0,1.008628261938025,1,0,0,0.08938769303445379,0.37817877097675157,38.42277499397384,3.7880780112209016,0,15.293770832156603,0
516,Honda,Winner X,2024.0,4400.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,31.0,32.44187,-1.4418716430664062,-0.14765057346124916,0,4.700000000000001,65.99999999999997,-0.01609933671237812,0,1,2.557533283626474,1,0,0,0.14765057346124916,0.6247036276550361,50.415965037990716,73.77330936488684,0,38.44364698065046,0
3110,Hãng khác,Dòng khác,2007.0,1978.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đức,29.000000000000004,10.701636,18.298363685607914,0.417076641186202,0,4.700000000000001,65.99999999999997,-0.014482640707961403,0,0,1.0299954426945626,1,0,0,0.417076641186202,1.7647128795961888,51.96287868142116,4.753525903559566,0,22.13718558196597,0
3879,Honda,Air Blade,2019.0,45000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,25.5,25.323217,0.17678260803222656,-0.10134423052863051,0,4.700000000000001,65.99999999999997,-0.050540452013574766,0,0,1.0696824421175815,0,0,0,0.10134423052863051,0.42876987925235344,17.461451011339367,6.546730649790582,0,7.097574975510302,0
1420,Honda,Winner X,2020.0,12345.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,19.5,20.448137,-0.9481372833251953,-0.13352585685529358,0,4.700000000000001,65.99999999999997,-0.026454999823289416,0,0,0.9714867281113054,0,0,0,0.13352585685529358,0.564938409880064,40.50728925152613,2.109886772058004,0,15.864347839851266,0
590,Honda,Dòng khác,2012.0,1000.0,Đã sử dụng,Tay ga,Dưới 50 cc,Nhật Bản,23.999999999999996,11.117441,12.882558822631832,0.26214169008660954,0,4.700000000000001,65.99999999999997,-0.030333734271979773,0,0,1.2308019040608427,0,0,0,0.26214169008660954,1.1091442510888025,36.79597480432584,13.826701120404367,0,17.603124949121778,0
5567,Yamaha,FZ,2013.0,60000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,10.000000000000002,15.354382,-5.354381561279295,-0.2595793722625182,0,4.700000000000001,65.99999999999997,-0.03541256779830554,0,1,2.0193380269279038,1,0,0,0.2595793722625182,1.0983024418661707,31.936361832485915,49.45566623888292,0,24.63490536043462,0
3013,Yamaha,Exciter,2010.0,20000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,5.999999999999999,31.557247,-25.557247161865234,-0.8375414800365342,0,4.700000000000001,65.99999999999997,-0.04273728374249258,0,0,1.058658448210674,0,0,0,0.8375414800365342,3.543805045594984,24.927806731613156,6.048626018962221,0,12.009906251371198,0
5731,Piaggio,Vespa,2014.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,7.300000000000001,18.376251,-11.076251220703124,-0.42327020276890315,0,4.700000000000001,65.99999999999997,-0.02425054891415246,0,0,1.0063497343182792,0,0,0,0.42327020276890315,1.7909193917067934,42.61658820340107,3.685125744696651,0,17.897200464981754,0
5278,Yamaha,Exciter,2014.0,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,18.999999999999996,16.424725,2.5752754211425746,-0.03272832280780298,0,4.700000000000001,65.99999999999997,-0.04387254624631454,0,0,0.9762003033762969,0,0,0,0.03272832280780298,0.13843876804028435,23.841546203202448,2.3228634561052592,0,8.563071333027056,0
4013,Honda,Wave,2022.0,31000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,16.0,15.716747,0.2832527160644531,-0.09829834143201402,0,4.700000000000001,65.99999999999997,-0.049785845552928865,0,0,1.0738721199736672,0,0,0,0.09829834143201402,0.41588195871871647,18.18348596794523,6.7360357201143,0,7.445945024400044,0
6761,Honda,Winner X,2022.0,23000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,24.899999999999995,24.390062,0.5099376678466747,-0.09181335484036417,0,4.700000000000001,65.99999999999997,-0.02679209822111389,0,0,0.9928931802903836,0,0,0,0.09181335484036417,0.3884423543195522,40.18474122187268,3.077109091849356,0,15.868903243751356,0
4629,Honda,Dream,1997.0,20000.0,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,23.500000000000004,18.994232,4.5057678222656286,0.02249906321026969,0,4.700000000000001,65.99999999999997,0.0057988938501871146,1,0,1.028499947009687,0,0,0,0.02249906321026969,0.09515620566550875,71.36898993053327,4.685953902675782,0,29.392925525486888,0
6684,Honda,SH,2007.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,12.0,45.37521,-33.37520980834961,-1.0611971860631872,0,4.700000000000001,65.99999999999997,-0.047609554527755005,0,0,1.03374919343203,0,0,0,1.0611971860631872,4.490148420134764,20.265840516802587,4.923134181747777,0,10.300224109606797,0
857,Triumph,Street Triple,2022.0,8000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,299.9999999999999,279.38702,20.612976074218636,0.48329290383175977,1,4.700000000000001,65.99999999999997,-0.015935721468365915,0,0,1.3129462648386274,1,0,0,0.48329290383175977,2.044890490776571,50.572518064994085,17.53828576435203,100,50.54655429651596,1
1199,Honda,Wave,2019.0,21000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,16.0,8.499623,7.5003767013549805,0.10816861593288285,0,4.700000000000001,65.99999999999997,-0.023771850200302647,0,0,1.563578896236822,0,0,0,0.10816861593288285,0.457645565132912,43.074624574817754,28.862790784072264,0,23.733963554747692,0
6249,Yamaha,Nouvo,2010.0,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,3.8,4.503132,-0.7031318664550783,-0.12651675973264592,1,4.700000000000001,65.99999999999997,-0.02832112313438362,0,0,0.9845674740690397,1,0,0,0.12651675973264592,0.5352811624019558,38.72171447286099,2.700923032714339,100,40.80302579204,0
1551,Honda,Spacy,2006.0,0.0,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,4.85,8.772199,-3.9221986770629886,-0.21860758861339477,0,4.700000000000001,65.99999999999997,-0.03798681687666544,0,0,1.2622992946868588,1,0,0,0.21860758861339477,0.9249405514487421,29.47322651822511,15.24986919019058,0,14.736852826309926,0
6794,Honda,Winner X,2020.0,6000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,20.0,21.610327,-1.6103267669677734,-0.15246972537762596,0,4.700000000000001,65.99999999999997,-0.019936311625087022,0,1,2.084152918377722,0,0,0,0.15246972537762596,0.6450946678300647,46.74460763638005,52.38424165813846,0,31.423088808171173,0
2795,Honda,Vision,2011.0,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,9.8,9.643981,0.15601902008056712,-0.10193823374058793,0,4.700000000000001,65.99999999999997,-0.048604534782533404,0,0,1.0646782678013675,0,0,0,0.10193823374058793,0.43128325579023735,19.313807155641467,6.320623630734932,0,7.830559640724138,0
3433,Honda,Future,2011.0,78000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,29.5,21.356848,8.143152236938477,0.12655709164301354,0,4.700000000000001,65.99999999999997,-0.039390463547865406,0,0,0.9806918964893498,0,0,0,0.12655709164301354,0.5354518168280691,28.130166239543758,2.525810169274848,0,10.679180232153408,0
2031,Honda,Air Blade,2012.0,21345.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,10.600000000000001,11.221923,-0.6219228744506822,-0.1241935388036455,0,4.700000000000001,65.99999999999997,-0.0517977653416008,0,0,1.0019853298767625,0,0,0,0.1241935388036455,0.5254510320967193,16.25840780725097,3.4879258839669367,0,5.860613515761825,0
4078,Honda,Sonic,2019.0,2700.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,34.5,27.490454,7.009546279907227,0.09412697498213947,0,4.700000000000001,65.99999999999997,-0.04374103252703537,0,0,1.0751676408417088,1,0,0,0.09412697498213947,0.3982318612866131,23.96738332168077,6.794572122543004,0,9.91490989266065,0
1963,Kymco,Candy Hi,2009.0,10000.0,Đã sử dụng,Tay ga,Dưới 50 cc,Đài Loan,10.8,6.2791576,4.520842361450196,0.02293031452941829,0,4.700000000000001,65.99999999999997,-0.007957158602138803,0,0,1.2018858037097395,1,0,0,0.02293031452941829,0.0969809381343919,58.20669772463088,12.520165248558747,0,25.788441539623868,0
1431,Honda,Wave,2010.0,123456.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.999999999999998,7.855489,-0.8554887771606463,-0.13087537513831263,0,4.700000000000001,65.99999999999997,-0.044396970293482385,0,0,0.9893578752345145,0,0,0,0.13087537513831263,0.5537235571192548,23.339758166805563,2.917370993788908,0,8.748985972192816,0
1052,Yamaha,Nvx,2019.0,52895.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,23.999999999999996,22.464317,1.5356826782226527,-0.06246891628614313,0,4.700000000000001,65.99999999999997,-0.04020221823429587,0,0,0.9952733140779821,1,0,0,0.06246891628614313,0.26427867659041165,27.35344977823789,3.184652299112108,0,10.35489401749543,0
3095,Suzuki,Hayate,2013.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,5.499999999999999,5.1424217,0.35757827758788974,-0.09617204118090872,0,4.700000000000001,65.99999999999997,-0.028878761198830927,0,0,1.1339812621677356,1,0,0,0.09617204118090872,0.4068850491801064,38.18814605453555,9.451988063232497,0,16.658960534979077,0
4375,Honda,Wave,2015.0,123456.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,7.6999999999999975,8.564103,-0.8641031265258814,-0.1311218138175903,0,4.700000000000001,65.99999999999997,-0.01706306218222492,0,0,1.1011757204951795,1,0,0,0.1311218138175903,0.5547663009665187,49.49383739386057,7.969712913053552,0,21.185592159391483,0
2473,Yamaha,Exciter,2017.0,50000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,12.999999999999996,17.274817,-4.274816513061527,-0.228695253985307,0,4.700000000000001,65.99999999999997,-0.04003400883089081,0,0,1.0016500417637713,0,0,0,0.228695253985307,0.9676239931497369,27.514398664342465,3.4727763326198535,0,10.916711968485956,0
1737,Honda,Dream,2016.0,19000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,25.000000000000004,12.188041,12.811959266662601,0.2601219831310426,0,4.700000000000001,65.99999999999997,-0.040731651026906124,0,0,1.3707125700270801,1,0,0,0.2601219831310426,1.1005983645122048,26.846869191701614,20.148380106129892,0,14.974903124848058,0
2881,Honda,SH,2010.0,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,100.00000000000003,114.683426,-14.683425903320284,-0.5264639933871021,1,4.700000000000001,65.99999999999997,-0.05228929074964911,0,0,0.9975812274826075,0,0,0,0.5264639933871021,2.2275581959657833,15.788098387468017,3.2889323235844015,100,32.19081926640069,0
2655,Piaggio,Vespa,2015.0,22000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,29.000000000000004,24.71325,4.286750793457035,0.016233440000612446,0,4.700000000000001,65.99999999999997,-0.02425054891415246,0,0,1.023650527871994,0,0,0,0.016233440000612446,0.06864478274158305,42.61658820340107,4.46683929233488,0,17.06964437781108,0
1048,Yamaha,Sirius,2011.0,40000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.499999999999999,6.9270864,-0.42708635330200284,-0.11861966979611316,0,4.700000000000001,65.99999999999997,-0.0349504313563514,0,0,0.9838756929913026,0,0,0,0.11861966979611316,0.5018665946614309,32.37855081868508,2.6696658167497747,0,12.50616734349219,0
5865,Yamaha,Dòng khác,2024.0,0.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,35.0,32.94366,2.0563392639160156,-0.04757401060083129,0,4.700000000000001,65.99999999999997,0.005479778100577204,1,0,1.21191296991032,1,0,0,0.04757401060083129,0.2012545956934549,71.0636483539125,12.973229533678248,0,31.4448444277028,0
6221,Honda,SH Mode,2020.0,19000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,47.99999999999999,35.753056,12.246944427490227,0.24395807976071132,0,4.700000000000001,65.99999999999997,-0.03150870893335095,0,0,1.367213810945478,1,0,0,0.24395807976071132,1.0322048362049443,35.67171623660835,19.99029328973507,0,18.653969070731453,0
322,Honda,Vario,2017.0,500000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,55.00000000000002,49.019997,5.980003356933615,0.06467388602091843,0,4.700000000000001,65.99999999999997,-0.029424448490842692,0,0,1.0624708299679904,0,0,0,0.06467388602091843,0.27360845644103915,37.66601257071825,6.220883462484117,0,15.5309059690156,0
3097,Yamaha,Exciter,2012.0,30000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,6.999999999999998,16.415508,-9.415508270263674,-0.37575978939076404,0,4.700000000000001,65.99999999999997,-0.04386226274034133,0,0,1.0171753872317222,0,0,0,0.37575978939076404,1.5898909193248276,23.85138583641042,4.174268599224878,0,9.906448826387589,0
6314,Honda,Wave,2023.0,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,14.999999999999998,16.085957,-1.08595657348633,-0.1374685810711661,0,4.700000000000001,65.99999999999997,-0.036306698742723575,0,0,1.3359126059761512,1,0,0,0.1374685810711661,0.5816210646873768,31.080824766052316,18.575989610198373,0,16.06740784930577,0
1906,Honda,Chaly,2020.0,20000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,5.499999999999999,9.930679,-4.430679321289063,-0.2331541658519558,0,4.700000000000001,65.99999999999997,-0.026994826872835664,0,0,1.3243155902322576,1,0,0,0.2331541658519558,0.9864907673430905,39.99076306122534,18.051993743128513,0,19.971504208061443,0
61,Honda,Rebel,1986.0,50000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,105.99999999999996,69.57707,36.42292785644527,0.9355828530158128,1,4.700000000000001,65.99999999999997,-0.0006491843576634238,0,0,1.1308395096396238,1,0,0,0.9355828530158128,3.9586426788394813,65.1992337572141,9.310032117285477,100,55.81701312942938,1
4482,Yamaha,Exciter,2019.0,24998.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,26.0,22.656267,3.3437328338623047,-0.010744349109676673,0,4.700000000000001,65.99999999999997,-0.04455346575002039,0,0,1.0074223070426505,0,0,0,0.010744349109676673,0.045419062775982476,23.190017611876154,3.733588529184834,0,8.590631106618291,0
5583,Suzuki,Sport / Xipo,1999.0,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,18.999999999999996,24.503532,-5.503532409667972,-0.2638462688709134,0,4.700000000000001,65.99999999999997,-0.026933236647128767,0,0,1.403249008326449,1,0,0,0.2638462688709134,1.1163567513534496,40.04969483330102,21.618496175172908,0,20.9859013195307,0
4167,Yamaha,Mio,2016.0,52000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,4.5,8.178821,-3.6788206100463867,-0.21164504659684036,1,4.700000000000001,65.99999999999997,-0.02894467318228644,0,0,1.0316551379698475,1,0,0,0.21164504659684036,0.8954802902983474,38.12507906717717,4.828517046457913,100,41.30761531740898,0
5296,Kawasaki,W175,2019.0,17000.0,Đã sử dụng,Xe số,Trên 175 cc,Đang cập nhật,36.99999999999999,72.51154,-35.51154327392579,-1.1223132582622106,0,4.700000000000001,65.99999999999997,0.004072584542523461,1,0,1.3089437816557588,1,0,0,1.1223132582622106,4.748745846647764,69.71719428465406,17.357438838543192,0,34.704760641383984,0
3562,Yamaha,Mio,2011.0,39.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,4.6,6.104567,-1.5045670509338382,-0.14944415912356043,1,4.700000000000001,65.99999999999997,-0.027157468384305994,0,0,1.0367498086198166,1,0,0,0.14944415912356043,0.6322927383392748,39.83514173699724,5.058713023045386,100,41.93812551927746,0
2446,Honda,SH,2015.0,285000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,44.5,39.39518,5.104820251464844,0.03963671147721065,0,4.700000000000001,65.99999999999997,-0.05467697593606269,0,0,1.6172124493045055,0,0,0,0.03963671147721065,0.1676698927997865,13.503474202717527,31.286152169826718,0,11.580222730732975,0
7020,Honda,Lead,2013.0,175000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,12.0,11.986579,0.013421058654785156,-0.10601766583598,0,4.700000000000001,65.99999999999997,-0.05413682325539121,0,0,1.039756723252044,0,0,0,0.10601766583598,0.44854435591570946,14.020311968743737,5.194576496434966,0,5.297403035358872,0
171,Piaggio,Vespa,2018.0,7523.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,47.00000000000001,42.826572,4.1734275817871165,0.012991497814224422,0,4.700000000000001,65.99999999999997,-0.032013694561742356,0,0,1.0014554167158822,0,0,0,0.012991497814224422,0.05492731242422076,35.18852758756063,3.4639824564215025,0,13.639960767760474,0
3136,Yamaha,YAZ,2023.0,9999.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,190.0,287.47763,-97.47763061523438,-2.895034572076859,1,4.700000000000001,65.99999999999997,-0.036518841816633174,0,0,1.3293165574788364,1,1,0,2.895034572076859,12.24957424059907,30.87783854322904,18.27795585497085,100,48.43124907413304,0
2673,Honda,Wave,2019.0,21000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,18.200000000000003,8.758553,9.441447448730472,0.16369862651014896,0,4.700000000000001,65.99999999999997,-0.02512277151735265,0,0,1.1522037214877536,0,0,0,0.16369862651014896,0.6926069642025036,41.78201383610338,10.275345863411895,0,18.571259376727234,0
2990,Suzuki,Hayate,2008.0,9999.0,Đã sử dụng,Tay ga,50 - 100 cc,Đang cập nhật,2.5999999999999996,2.6417446,-0.04174461364746129,-0.10759584137161551,1,4.700000000000001,65.99999999999997,-0.009880627727373692,0,0,1.1920206684362615,1,0,0,0.10759584137161551,0.45522201233924586,56.36625238152721,12.074422117261419,100,50.67007276384222,1
2192,Hãng khác,Dòng khác,2010.0,1400.0,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,4.4,3.8657312,0.5342687606811527,-0.09111729270853212,1,4.700000000000001,65.99999999999997,0.0047677016428570584,1,0,1.007720748677707,1,0,0,0.09111729270853212,0.3854971409000976,70.38230765374152,3.7470732210042343,100,54.47176527827318,1
1221,Suzuki,Satria,2006.0,44000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,219.00000000000009,11.765308,207.23469161987313,5.8221533509378895,1,4.700000000000001,65.99999999999997,-0.005346972566103836,0,0,1.065016820811526,1,0,1,5.8221533509378895,24.634947777798246,60.7042188294046,6.335920702156131,100,65.47560724079779,1
543,Honda,Winner,2017.0,30000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,23.000000000000004,16.463514,6.536485671997074,0.08059369156294573,0,4.700000000000001,65.99999999999997,-0.038843716076060464,0,0,0.9867355204184027,0,0,0,0.08059369156294573,0.3409691456284808,28.653314142016185,2.7988833486930718,0,10.85589144963261,0
5185,Honda,Cub,1994.0,10000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,22.0,10.708993,11.291007041931152,0.2166106926533259,0,4.700000000000001,65.99999999999997,-0.01802499136800545,0,0,1.0230889195642838,0,0,0,0.2166106926533259,0.9164911839140223,48.57342849977495,4.441463761366301,0,20.107152842026416,0
