,thuong_hieu,dong_xe,nam_dang_ky,so_km_da_di,tinh_trang,loai_xe,dung_tich_xe,xuat_xu,gia_actual,gia_pred,residual,residual_z,outside_p10p90,p10,p90,iso_score_raw,iso_flag,lof_flag,lof_score_raw,dbscan_flag,resid_flag_cheap,resid_flag_expensive,resid_score_raw,resid_score,iso_score,lof_score,p10p90_score,anomaly_score,anomaly_flag
6533,Honda,Wave,2011.0,999999.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,12.5,8.396568,4.103431701660156,0.010989060773188918,0,4.700000000000001,65.99999999999997,0.0028540845524390734,1,0,1.0237855223004373,1,0,0,0.010989060773188918,0.04645449918648847,68.55128909652225,4.4729388376096155,0,28.10878616677566,0
3927,Yamaha,Janus,2018.0,123456.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,12.9,12.677038,0.22296180725097692,-0.10002313936050379,0,4.700000000000001,65.99999999999997,-0.04098888181178051,0,0,1.0036107777166563,0,0,0,0.10002313936050379,0.42318001125242527,26.60074140419832,3.561369601648399,0,10.225267013676397,0
5188,Yamaha,Nouvo,2013.0,19999.0,Đã sử dụng,Tay ga,Trên 175 cc,Việt Nam,5.999999,7.7328587,-1.7328596578369142,-0.1559751373958259,0,4.700000000000001,65.99999999999997,-0.011215895058241554,0,0,1.1316986100931914,1,0,0,0.1559751373958259,0.659926945071676,55.088619947165085,9.348849438655787,0,23.98486266660785,0
95,Honda,Winner X,2019.0,44000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,16.500000000000004,18.023289,-1.523288726806637,-0.1499797474634735,0,4.700000000000001,65.99999999999997,-0.02712713440500436,0,0,0.9834583898236019,0,0,0,0.1499797474634735,0.6345589469058343,39.864166393650706,2.6508105232829635,0,15.77013681838425,0
6729,Honda,Wave,2007.0,50000.0,Đã sử dụng,Xe số,100 - 175 cc,Đài Loan,4.8,5.5043864,-0.7043864250183107,-0.1265526500526563,0,4.700000000000001,65.99999999999997,-0.03729499090658811,0,0,1.4038218051215259,1,0,0,0.1265526500526563,0.5354330233455256,30.1351908139668,21.644377243192423,0,16.421385592316696,0
5076,Yamaha,Nouvo,2011.0,67000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,7.199999999999999,4.73789,2.462110233306884,-0.03596574425984992,0,4.700000000000001,65.99999999999997,-0.0395331959311625,0,0,0.9839057288157498,0,0,0,0.03596574425984992,0.15213710999706173,27.99359469456658,2.6710229458786743,0,10.429448651032722,0
5191,Honda,Vision,2013.0,26199.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.000000000000002,11.398701,-1.3987007141113263,-0.14641554266974022,0,4.700000000000001,65.99999999999997,-0.0544950030984277,0,0,0.982149347763819,0,0,0,0.14641554266974022,0.619477902688476,13.677592444181778,2.591663183631552,0,4.587875316305962,0
6295,Yamaha,Janus,2020.0,16000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,14.999999999999998,16.047009,-1.0470085144042987,-0.1363543578334436,0,4.700000000000001,65.99999999999997,-0.03827766307356856,0,0,1.042153090495265,1,0,0,0.1363543578334436,0.5769065067737448,29.194934279671823,5.302853190988095,0,11.867590800411762,0
5891,Honda,Air Blade,2008.0,6000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.499999999999999,11.056863,-4.5568628311157235,-0.23676401451142642,0,4.700000000000001,65.99999999999997,-0.04962805370024426,0,0,1.0277067463436185,0,0,0,0.23676401451142642,1.0017649422017199,18.334466961943576,4.650114176322406,0,7.32649348593721,0
1044,Honda,Lead,2023.0,28000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,40.00000000000001,34.97451,5.025489807128913,0.03736723190309946,0,4.700000000000001,65.99999999999997,-0.05586270150723294,0,0,1.0419127005591908,0,0,0,0.03736723190309946,0.15806715564289256,12.368928772781015,5.291991488652791,0,4.445369128946901,0
5598,Yamaha,Exciter,2019.0,26204.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,25.000000000000004,24.79435,0.2056503295898473,-0.10051838485267887,0,4.700000000000001,65.99999999999997,-0.034109797258829344,0,0,1.286139796980343,0,0,0,0.10051838485267887,0.4252755191141148,33.18290015278197,16.32707085538907,0,16.294878131874274,0
5857,Yamaha,Luvias,2016.0,60000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,12.0,9.283353,2.716647148132324,-0.02868397073785313,0,4.700000000000001,65.99999999999997,-0.04233690575471133,0,0,0.9924781749165386,1,0,0,0.02868397073785313,0.12132610029888015,25.31090297861075,3.0583576211685375,0,9.36699548638787,0
6780,Honda,SH,2006.0,600.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,69.00000000000003,60.63381,8.3661918640137,0.1329377930509261,1,4.700000000000001,65.99999999999997,-0.04974531793812048,0,0,1.050599991432717,0,0,0,0.1329377930509261,0.5624501644650174,18.22226426646982,5.684515273589306,100,32.84717113880529,0
1987,Honda,Dream,2003.0,100000.0,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Hàn Quốc,4.5,5.456822,-0.9568219184875488,-0.1337743062655365,1,4.700000000000001,65.99999999999997,0.003973160101916173,1,0,1.111854721639387,1,0,0,0.1337743062655365,0.5659896616342387,69.62206135722325,8.452229500732194,100,55.4584195017551,1
479,Honda,Lead,2019.0,25400.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,30.0,26.700018,3.2999820709228516,-0.0119959677495826,0,4.700000000000001,65.99999999999997,-0.0519968327367204,0,0,1.0446655126746136,0,0,0,0.0119959677495826,0.0507149750885631,16.067932870323187,5.416373674825202,0,5.989280569484678,0
1897,Honda,CBR,2023.0,40000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,21.000000000000004,45.55847,-24.558471679687496,-0.8089685837808805,0,4.700000000000001,65.99999999999997,-0.040397000168966635,0,1,1.8165123944172545,1,0,0,0.8089685837808805,3.4229059567976345,27.16707532601384,40.29125743592238,0,21.646446770498294,0
2535,Yamaha,Mio,2009.0,200000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.2,5.2422013,0.9577986717224123,-0.07900097985815864,0,4.700000000000001,65.99999999999997,-0.022206073524872028,0,0,1.1320273733471617,1,0,0,0.07900097985815864,0.33422998302827606,44.57281674896286,9.363704172850282,0,19.31356691883974,0
4592,Honda,Wave,2008.0,150.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,12.0,8.608026,3.391974449157715,-0.009364256492629822,0,4.700000000000001,65.99999999999997,-0.017986745071649546,0,0,1.0117411670198364,1,0,0,0.009364256492629822,0.0395795448508824,48.61002394968141,3.928730523338846,0,19.46854538523217,0
4555,Suzuki,Sport / Xipo,2000.0,100000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,25.000000000000004,151.78413,-126.78413391113281,-3.7334328840416906,0,4.700000000000001,65.99999999999997,-0.01627410083999581,0,0,1.1626706078662106,1,1,0,3.7334328840416906,15.797047729420783,50.24874435292967,10.748278325048775,0,31.310296710004586,0
4180,Piaggio,Vespa,2015.0,35833.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.000000000000004,21.320503,3.6794967651367223,-0.0011388390166815496,0,4.700000000000001,65.99999999999997,-0.033242428385465206,0,0,1.0055449068785076,0,0,0,0.0011388390166815496,0.0047757409619722906,34.01283029452062,3.648760677902049,0,13.156317217394221,0
4804,Honda,Wave,2017.0,12345.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,10.8,9.122464,1.677535820007325,-0.058410791936800446,0,4.700000000000001,65.99999999999997,-0.04686977798619002,0,0,0.9817234218771285,0,0,0,0.058410791936800446,0.2471077348814559,20.97368566648459,2.5724182839752388,0,7.469698200810696,0
4676,Honda,Air Blade,2022.0,890.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,32.0,33.408745,-1.4087448120117188,-0.14670288349098642,0,4.700000000000001,65.99999999999997,-0.05528333940849811,0,0,1.013162811922452,0,0,0,0.14670288349098642,0.6206937137547439,12.923283538655964,3.99296567398989,0,4.625446715081054,0
1415,Honda,Dream,1999.0,82.0,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,9.5,20.978752,-11.478752136230469,-0.4347849196471072,0,4.700000000000001,65.99999999999997,-0.00738964077431048,0,0,1.0349674931008939,1,0,0,0.4347849196471072,1.8396410461683665,58.74971946054119,4.978181446098814,0,25.131203380219656,0
5254,Honda,Air Blade,2020.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,31.0,27.28105,3.7189502716064453,-1.0155976902502513e-05,0,4.700000000000001,65.99999999999997,-0.05722252094208141,0,0,0.971682727974063,0,0,0,1.0155976902502513e-05,0.0,11.067803990742664,2.118742767453655,0,2.985387927990167,0
5690,Yamaha,Exciter,2013.0,125588.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,23.500000000000004,15.528437,7.971563339233402,0.12164828895388569,0,4.700000000000001,65.99999999999997,-0.0393766232636239,0,0,1.1024741370079634,0,0,0,0.12164828895388569,0.51468144175333,28.14340912779464,8.028380151372362,0,12.079225253777631,0
738,Honda,Lead,2017.0,0.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,50.0,20.119347,29.880653381347656,0.7484219412908,0,4.700000000000001,65.99999999999997,-0.05616448732211077,0,0,0.9969667122319414,0,0,0,0.7484219412908,3.1667179301693835,12.080169109150425,3.2611662621500237,0,5.597912956540754,0
2701,Piaggio,Fly,2011.0,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,5.0,6.1996927,-1.199692726135254,-0.14072233664300798,0,4.700000000000001,65.99999999999997,-0.03868128041666402,0,0,1.0210515438078671,1,0,0,0.14072233664300798,0.5953885204008363,28.808738499479507,4.349407623855854,0,11.47029857171592,0
5297,Piaggio,Vespa,2022.0,90000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,61.99999999999999,45.06495,16.93505096435546,0.3780750901434953,0,4.700000000000001,65.99999999999997,-0.03008998204116936,0,0,0.9825530826910432,0,0,0,0.3780750901434953,1.5996875373782615,37.02920582019222,2.6099054140405813,0,15.127437581761086,0
490,Honda,Chaly,1980.0,100000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,4.8,3.2353997,1.5646002769470213,-0.06164164372783761,0,4.700000000000001,65.99999999999997,-0.005671048846637883,0,0,1.0473005436247036,1,0,0,0.06164164372783761,0.26077827895513866,60.39413083605227,5.535434074322837,0,25.032499088185922,0
794,Honda,Spacy,1997.0,8000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,32.5,24.211557,8.288442611694336,0.13071354810287028,0,4.700000000000001,65.99999999999997,-0.05569698558276215,0,0,1.2431939216145333,1,0,0,0.13071354810287028,0.5530388263536823,12.527491807388154,14.38661809613238,0,7.073691886353519,0
7168,Yamaha,Jupiter,2011.0,50000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,5.499999999999999,6.2888517,-0.7888517379760751,-0.12896902757434045,0,4.700000000000001,65.99999999999997,-0.03018278231159377,0,0,0.9982441259935044,0,0,0,0.12896902757434045,0.5456573225537028,36.94041114015258,3.3188845188446066,0,14.642086659951392,0
4028,Yamaha,Jupiter,2022.0,26000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,20.0,17.123608,2.876392364501953,-0.024113991221822034,0,4.700000000000001,65.99999999999997,-0.035068126857836446,0,0,1.0910040438890511,1,0,0,0.024113991221822034,0.1019893710304431,32.265935474476755,7.510119115779547,0,13.457153243140462,0
3848,Honda,SH,2022.0,7500.0,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,180.00000000000006,129.91559,50.08441162109381,1.3264095856209024,1,4.700000000000001,65.99999999999997,-0.01438916665500295,0,0,1.4077775252550508,1,0,0,1.3264095856209024,5.612328585470366,52.05231806113951,21.82311124226831,100,54.400690341834206,1
2255,Honda,Vision,2013.0,65000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,10.499999999999998,10.159917,0.3400831222534162,-0.096672541310586,0,4.700000000000001,65.99999999999997,-0.052644196435383706,0,0,1.0418402187642413,0,0,0,0.096672541310586,0.40900279073068396,15.448511695910652,5.28871649430682,0,5.906441057754246,0
566,SYM,Dòng khác,2008.0,45000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,7.5,4.8378716,2.662128448486328,-0.030243637726856138,0,4.700000000000001,65.99999999999997,-0.02994653993766122,0,0,1.2368527730593706,1,0,0,0.030243637726856138,0.12792544242054063,37.1664564513269,14.100101658735037,0,17.245547076231933,0
4763,Yamaha,Sirius,2020.0,320000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,12.0,10.033731,1.966268539428711,-0.05015074732732346,0,4.700000000000001,65.99999999999997,-0.02029524879890615,0,0,1.3610017977828552,0,0,0,0.05015074732732346,0.21215741490772794,46.40116347013093,19.709611664799638,0,22.664852269067314,0
6175,Yamaha,Exciter,2018.0,35000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,17.999999999999996,19.733894,-1.7338943481445348,-0.15600473774079224,0,4.700000000000001,65.99999999999997,-0.03483692737201716,0,0,1.1379251936405095,0,0,0,0.15600473774079224,0.6600521915536042,32.48715556656017,9.630189407214322,0,14.42634292850654,0
3233,Honda,Wave,2020.0,12345.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,16.0,12.243329,3.7566709518432617,0.0010689544962032426,0,4.700000000000001,65.99999999999997,-0.04486120048929826,0,0,1.0326363067636297,0,0,0,0.0010689544962032426,0.004480042032074861,22.89556580062288,4.872849864847893,0,8.732007539404291,0
3031,Honda,Cub,1994.0,63.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,3.999999999999999,12.520013,-8.520012855529785,-0.3501415217828979,1,4.700000000000001,65.99999999999997,-0.015053652448968391,0,0,1.012840115983471,0,0,0,0.3501415217828979,1.4814936052182877,51.416513842076256,3.9783850834241377,100,47.10335427417384,0
337,Honda,SH,2012.0,12000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,210.00000000000003,165.19884,44.80116271972659,1.1752667858172752,1,4.700000000000001,65.99999999999997,-0.05155635008413806,0,0,0.9850838276038083,0,0,0,1.1752667858172752,4.972805499989552,16.48940272186766,2.7242537864307126,100,33.982936252883725,0
6553,Honda,Cub,1986.0,7777.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,5.299999999999999,10.220891,-4.920890998840333,-0.24717810582237024,0,4.700000000000001,65.99999999999997,-0.00508227501511771,0,0,1.0154754720776002,0,0,0,0.24717810582237024,1.0458295739030437,60.95749109078487,4.09746017412652,0,25.373230334354265,0
6856,Honda,Wave,2008.0,10000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,8.000000000000002,8.117078,-0.1170778274536115,-0.10975096846583973,0,4.700000000000001,65.99999999999997,-0.025807002726286554,0,0,1.0750028511590588,0,0,0,0.10975096846583973,0.4643408954795097,41.12731648454864,6.787126317988515,0,17.264319609488695,0
1000,Honda,Dream,2001.0,68686.0,Đã sử dụng,Xe số,50 - 100 cc,Hàn Quốc,4.2,5.865365,-1.6653650283813475,-0.15404425595183738,1,4.700000000000001,65.99999999999997,-0.0025522984682690986,0,0,1.0296373317942162,1,0,0,0.15404425595183738,0.6517569015078307,63.37826483376887,4.737345134655036,100,51.89933995965453,1
1030,Honda,Vision,2023.0,9000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,89.99999999999997,36.511932,53.4880676269531,1.4237811287562026,1,4.700000000000001,65.99999999999997,-0.04267179806613097,0,1,2.298075214042371,1,0,0,1.4237811287562026,6.024332000683143,24.99046581281104,62.05003855605128,100,53.39982388925248,1
6309,Yamaha,Exciter,2018.0,70000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,16.0,17.553343,-1.5533428192138672,-0.15083953275029013,0,4.700000000000001,65.99999999999997,-0.04390585399331498,0,0,0.9796713493128703,0,0,0,0.15083953275029013,0.6381969140481022,23.809676137261693,2.4796980905785073,0,8.887714850746098,0
23,Honda,Wave,2014.0,6000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,14.999999999999998,9.554898,5.445101737976072,0.049371459461417466,0,4.700000000000001,65.99999999999997,-0.05089426506380612,0,0,0.9290070067247471,0,0,0,0.049371459461417466,0.20886005253830328,17.12290979324309,0.19049656578392216,0,5.1970952217029325,0
1011,Honda,Spacy,2000.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,25.000000000000004,9.588222,15.41177845001221,0.3344974209895453,0,4.700000000000001,65.99999999999997,-0.056298967949383105,0,0,1.2553222240523798,1,0,0,0.3344974209895453,1.4152994919562836,11.951493145001114,14.934619452028718,0,7.482735480430574,0
5614,Honda,Wave,2008.0,75000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,10.000000000000002,9.686045,0.3139553070068377,-0.09742000394633232,0,4.700000000000001,65.99999999999997,-0.05013795494896395,0,0,1.0969531108417339,0,0,0,0.09742000394633232,0.4121654925710308,17.846574868258784,7.778919862882873,0,7.566794422670978,0
5588,Yamaha,Jupiter,2007.0,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,6.800000000000002,7.0124054,-0.2124053955078109,-0.11247809259024999,0,4.700000000000001,65.99999999999997,-0.029545865264764437,0,0,1.0282376503510346,0,0,0,0.11247809259024999,0.4758800414844665,37.549836577453135,4.674102373962249,0,15.206615132184965,0
5837,Honda,Wave,2010.0,6000.0,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,2.5,3.466086,-0.9660859107971191,-0.13403932988285375,1,4.700000000000001,65.99999999999997,-0.03536089544555754,0,0,1.387316329987419,1,0,0,0.13403932988285375,0.5671110430145772,31.985803822344035,20.898599109809236,100,42.60426706050382,0
4803,Honda,SCR,2018.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.499999999999999,16.584805,-10.08480453491211,-0.3949069681865418,0,4.700000000000001,65.99999999999997,-0.06094769741006595,0,0,1.010663376402284,1,0,0,0.3949069681865418,1.6709074340224386,7.503419414564823,3.880031975226461,0,2.913657695544849,0
1738,Honda,SH,2008.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,50.0,49.9561,0.0438995361328125,-0.10514573977196498,0,4.700000000000001,65.99999999999997,-0.05480077936681099,0,0,1.2580958834815827,0,0,0,0.10514573977196498,0.44485501810077877,13.38501456923984,15.059943596589525,0,7.546690636957117,0
2283,Hãng khác,Dòng khác,2023.0,1.0,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,4.2,11.072946,-6.8729455947875975,-0.30302234153964963,1,4.700000000000001,65.99999999999997,-0.015474834329406717,0,0,1.1228368662388415,1,0,0,0.30302234153964963,1.2821205383329302,51.01351167256772,8.948443225776744,100,48.08334998636373,0
3597,Yamaha,Nouvo,2016.0,45000.0,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,12.4,7.9942303,4.405769729614258,0.01963832505832697,0,4.700000000000001,65.99999999999997,-0.015429674719610154,0,0,1.124080714250919,1,0,0,0.01963832505832697,0.08305170520594282,51.056722032669704,9.00464485833337,0,21.83473395108297,0
1015,Yamaha,Sirius,2008.0,50000.0,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,6.7,7.8596125,-1.159612464904785,-0.1395757234486786,0,4.700000000000001,65.99999999999997,0.010762148197242694,1,0,1.1985548052111965,1,0,0,0.1395757234486786,0.5905369124589215,76.11801253237098,12.369658472936623,0,33.676431338176066,0
4927,Honda,Winner,2018.0,280000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.5,15.743444,-0.24344444274902344,-0.11336605539322524,0,4.700000000000001,65.99999999999997,-0.028065001109913057,0,0,1.2086733402888235,0,0,0,0.11336605539322524,0.4796372347631985,38.966781358010785,12.82685114030622,0,17.896959023943136,0
5366,Honda,Cub,1997.0,10000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,45.0,11.71378,33.28621959686279,0.8458481315648184,0,4.700000000000001,65.99999999999997,-0.01613981937800002,0,0,0.9972382281170908,0,0,0,0.8458481315648184,3.578952571129011,50.37722974848555,3.273434349458348,0,22.16540702227831,0
1382,Honda,Cub,2014.0,1000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,6.300000000000001,17.356567,-11.0565673828125,-0.4227070889680561,0,4.700000000000001,65.99999999999997,-0.02285918581783075,0,0,1.33775411797532,0,0,0,0.4227070889680561,1.7885367160129304,43.94789511007101,18.659195902061185,0,22.291337155922427,0
2525,Honda,Cub,1999.0,3789.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,7.599999999999998,11.499705,-3.8997053146362326,-0.2179641001392292,0,4.700000000000001,65.99999999999997,-0.020195551983215543,0,0,1.0776345078755096,0,0,0,0.2179641001392292,0.9222177903578772,46.4965570159658,6.9060342571877,0,19.855705149688937,0
4823,Honda,SH,2010.0,100000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,94.99999999999999,87.701614,7.298385620117173,0.10239006979137065,1,4.700000000000001,65.99999999999997,-0.04872601468790633,0,0,0.9869916563985717,0,0,0,0.10239006979137065,0.43319508742034785,19.197570755903584,2.810456515271472,100,32.450859978554796,0
4562,Honda,Air Blade,2009.0,737486.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,5.0,10.747959,-5.747959136962891,-0.27083881088433837,0,4.700000000000001,65.99999999999997,-0.0385358677666538,0,0,1.0257795513900014,1,0,0,0.27083881088433837,1.145943950013193,28.947874621306777,4.563036413125873,0,11.912630897325084,0
6296,Honda,SH Mode,2023.0,6628.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,56.999999999999986,57.216255,-0.21625518798829546,-0.11258822717316029,0,4.700000000000001,65.99999999999997,-0.04459908117732242,0,0,1.364799312312173,0,0,0,0.11258822717316029,0.4763460485213379,23.146371108976638,19.881197352225136,0,12.957413482106542,0
1084,Honda,Cub,1993.0,30000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,5.9,13.660906,-7.760905838012695,-0.32842504350976126,0,4.700000000000001,65.99999999999997,-0.018779783390955596,0,0,1.0189864204520487,0,0,0,0.32842504350976126,1.3896057401723991,47.851215990395175,4.256097747648426,0,20.034258885407155,0
1093,Royal Enfield,Dòng khác,2023.0,2412.0,Mới,Tay côn/Moto,Trên 175 cc,Ấn Độ,102.99999999999999,92.30177,10.698226928710923,0.19965248234511362,1,4.700000000000001,65.99999999999997,-0.007761950477879032,0,0,1.1634182166909082,1,0,0,0.19965248234511362,0.8447367437777337,58.39347997058246,10.782058044157354,100,51.43583279128626,1
2274,Honda,67,1980.0,4000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,12.0,12.732559,-0.7325592041015625,-0.12735861486491223,0,4.700000000000001,65.99999999999997,0.004937902902001634,1,0,1.0354692774125727,1,0,0,0.12735861486491223,0.5388432625642813,70.54516241999349,5.0008539086777,0,29.387077012539745,0
1408,Yamaha,Luvias,2011.0,123456.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,6.300000000000001,6.7935324,-0.4935323715209954,-0.12052055264621368,0,4.700000000000001,65.99999999999997,-0.039612659068314404,0,0,1.0354486617589227,1,0,0,0.12052055264621368,0.5099097066522984,27.917561469597725,4.9999224175468715,0,11.20588607268168,0
4484,Honda,Wave,2014.0,45000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,7.9,8.929525,-1.0295253753662106,-0.1358542014650982,0,4.700000000000001,65.99999999999997,-0.05236110876315703,0,0,0.9398501514422588,0,0,0,0.1358542014650982,0.5747902197635615,15.71938029536167,0.680429764418083,0,4.942598598243647,0
3341,Honda,Vision,2018.0,32000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,17.499999999999996,18.493551,-0.9935512542724645,-0.13482505642875955,0,4.700000000000001,65.99999999999997,-0.054120626204058275,0,0,1.0326257215506502,0,0,0,0.13482505642875955,0.5704356490535993,14.035809897619549,4.872371585954789,0,5.294344815335921,0
1624,Honda,SH,2018.0,18000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,68.49999999999997,66.90587,1.594131469726534,-0.06079681751548915,1,4.700000000000001,65.99999999999997,-0.06382144191753003,0,0,0.9671899573974286,0,0,0,0.06079681751548915,0.2572036074079785,4.753715961234816,1.915742852144489,100,25.962579301172894,0
5875,Honda,SH,2005.0,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,47.99999999999999,43.397114,4.602886199951165,0.025277418686192744,0,4.700000000000001,65.99999999999997,-0.05363967004851705,0,0,1.3265527597418516,0,0,0,0.025277418686192744,0.10691212436513167,14.496006271499372,18.15307729797142,0,8.609282517940846,0
6895,Yamaha,Exciter,2008.0,99999.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,42.0,31.09665,10.903350830078125,0.20552065197673158,0,4.700000000000001,65.99999999999997,-0.03198481303074163,0,0,1.069956943539572,1,0,0,0.20552065197673158,0.8695664409502949,35.21616248875796,6.559133634644988,0,14.929012280392074,0
4995,Honda,SH,2013.0,123456.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,132.0,39.892845,92.1071548461914,2.52859316338619,1,4.700000000000001,65.99999999999997,-0.06133361690541361,0,0,1.338961704751766,0,0,1,2.52859316338619,10.699068754143418,7.1341575799415144,18.713759118492018,100,37.50050224402231,0
4059,Hãng khác,Dòng khác,2011.0,67000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,8.500000000000002,6.2717085,2.2282915115356463,-0.042654813223809734,0,4.700000000000001,65.99999999999997,-0.027559288011450744,0,0,0.9994212952800089,1,0,0,0.042654813223809734,0.18044023808773818,39.45066607692866,3.3720733610943645,0,15.507441375582783,0
6699,Honda,Dream,2009.0,60000.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,16.999999999999996,10.140329,6.859670639038082,0.08983934356324809,0,4.700000000000001,65.99999999999997,-0.013940718199990987,0,0,1.0583573064424798,1,0,0,0.08983934356324809,0.3800898176168088,52.48140988269293,6.035019325186803,0,21.85977419492283,0
6123,Honda,Future,2009.0,99999.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,60.00000000000001,18.53952,41.46047973632813,1.0796967703223563,0,4.700000000000001,65.99999999999997,-0.0365835737134686,0,0,1.1292456062222553,0,0,0,1.0796967703223563,4.568424799961705,30.81590070574674,9.238013692748169,0,15.945464201438172,0
2835,Honda,Dylan,2008.0,20.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,15.5,11.3670025,4.132997512817383,0.011834877345565839,0,4.700000000000001,65.99999999999997,-0.051603610461763816,0,1,1.8801025427339653,0,0,0,0.011834877345565839,0.05003336119526484,16.444182270562507,43.16449445139,0,15.799917241641502,0
3343,Suzuki,Raider,2014.0,55000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,10.499999999999998,11.708189,-1.208189010620119,-0.14096539773078645,0,4.700000000000001,65.99999999999997,-0.022099049974155738,0,0,1.1274732111538004,1,0,0,0.14096539773078645,0.5964169728115258,44.67522078182934,9.15793035827702,0,19.460998754597984,0
942,Yamaha,Exciter,2012.0,30999.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,12.0,16.154064,-4.154064178466797,-0.22524077999133163,0,4.700000000000001,65.99999999999997,-0.03918466374258317,0,0,1.247697386070516,0,0,0,0.22524077999133163,0.9530072474614827,28.3270829918192,14.590101200281268,0,14.096545156315354,0
